"","difMedia","difSd","erroInv","erroInvConf","erroInvProp","diffErro","conf_t","conf_ks","conf_graybill","inv_t","inv_ks","inv_graybill"
"100",0.9,1,9.3521,11.017796,9.114732,-1.665696,2.09838893692547e-10,0.0130270146042915,0.08833876,2.07707187686597e-57,1.1501008926329e-08,1.0267552526e-09
"101",1,0.1,9.3521,11.558769,8.788092,-2.206669,3.65669578962108e-95,0.00155795963006083,0.023092812,0,4.14932532777357e-13,8.658064e-17
"102",1,0.2,9.3521,11.52985,8.796588,-2.17775,5.33576324077007e-67,0.00188942468518948,0.0322779076,0,7.86687381904017e-13,5.7194872e-16
"103",1,0.3,9.3521,11.438736,8.801336,-2.086636,2.38076836972682e-49,0.00253391741194167,0.031251683,1.38875191325727e-275,9.22101284217547e-13,7.3906247e-15
"104",1,0.4,9.3521,11.277618,8.826357,-1.925518,4.91721478202011e-40,0.00271880974749371,0.035579553,2.06920333865325e-215,1.98862371014741e-12,1.0511937065e-13
"105",1,0.5,9.3521,11.245343,8.920251,-1.893243,2.08721285245969e-32,0.00316241456024262,0.04620029,1.15885303541239e-174,3.86950915753914e-12,4.0764269e-13
"106",1,0.6,9.3521,11.473396,8.98764,-2.121296,1.80999507109829e-26,0.0021008852688927,0.0535770155,1.17763433310972e-141,1.27895272150624e-11,1.3295453666e-12
"107",1,0.7,9.3521,11.606278,8.924659,-2.254178,4.7251366592093e-22,0.00425741452444207,0.0602117339,5.99241338736619e-115,1.22390042545106e-11,1.217463817e-11
"108",1,0.8,9.3521,11.247545,8.969639,-1.895445,5.29478217635687e-18,0.00369273389691562,0.06295999,5.08710618645193e-97,6.29853286193693e-10,5.706971808e-11
"109",1,0.9,9.3521,11.588472,8.944664,-2.236372,1.4778193321533e-16,0.00379066626859013,0.06748434,4.78164469132559e-86,3.6987660712029e-11,2.1388526472e-10
"110",1,1,9.3521,11.457491,8.968691,-2.105391,2.4269756791737e-13,0.00372539304315716,0.079468633,1.61135769215055e-72,2.13033324314438e-11,5.2252291813e-10
